 #  |dist(asec)|prob. |     link ref      |     link      |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |   spec. type    |#bib|#not
    |          |member|                   |    comment    |                                   |   |                                       |         |         |         |         |         |                 |    |    
501 |    749.95|    93|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 29495             |Y*O|18 18 44.4640263722 -13 35 01.310025971|     ~   |16.848   |15.999   |     ~   |     ~   |~                |   3|   0
502 |    870.13|   100|2013ApJS..209...32B|B              |2MASS J18184787-1333020            |Y*O|18 18 47.8821388992 -13 33 01.999575576|     ~   |17.502   |16.393   |     ~   |     ~   |~                |   2|   0
503 |   1013.82|   100|2013ApJS..209...32B|B              |2MASS J18185171-1330419            |Y*O|18 18 51.7127720592 -13 30 41.949247320|     ~   |13.725   |12.841   |     ~   |     ~   |~                |   3|   0
504 |    967.25|    95|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 29461             |Y*O|18 18 51.9442437864 -13 31 29.075596788|     ~   |16.476   |15.514   |     ~   |     ~   |~                |   2|   0
505 |   1004.68|   100|2013ApJS..209...32B|B              |2MASS J18185224-1330518            |Y*O|18 18 52.2513746256 -13 30 51.911231472|     ~   |16.119   |15.159   |     ~   |     ~   |~                |   3|   0
506 |    840.96|     0|2013ApJS..209...32B|B              |Cl* NGC 6611 BKP 29483             |*  |18 18 52.7711106408 -13 33 37.670923440|     ~   |15.534   |14.533   |     ~   |     ~   |~                |   3|   0
507 |    541.53|    25|2009A&A...496..453G|S              |Cl* NGC 6611 BKP 29804             |*  |18 18 52.9212784224 -13 56 20.676646608|18.217   |17.471   |16.368   |     ~   |15.157   |~                |   3|   0
508 |    541.53|   100|2013MNRAS.434..806B|B              |Cl* NGC 6611 BKP 29804             |*  |18 18 52.9212784224 -13 56 20.676646608|18.217   |17.471   |16.368   |     ~   |15.157   |~                |   3|   0
509 |    711.89|    75|2009A&A...496..453G|S              |2MASS J18185531-1359073            |Y*?|18 18 55.3287641448 -13 59 07.393401096|17.348   |16.467   |15.479   |     ~   |14.424   |~                |   3|   0
510 |    711.89|   100|2013MNRAS.434..806B|B              |2MASS J18185531-1359073            |Y*?|18 18 55.3287641448 -13 59 07.393401096|17.348   |16.467   |15.479   |     ~   |14.424   |~                |   3|   0
511 |    777.49|    75|2009A&A...496..453G|S              |2MASS J18185582-1400128            |Y*?|18 18 55.8354222504 -14 00 12.875677056|15.653   |14.768   |14.033   |     ~   |13.249   |~                |   4|   0
512 |    777.49|   100|2013MNRAS.434..806B|B              |2MASS J18185582-1400128            |Y*?|18 18 55.8354222504 -14 00 12.875677056|15.653   |14.768   |14.033   |     ~   |13.249   |~                |   4|   0
513 |    756.52|    78|2022A&A...664A..66M|B              |NGC 6611 587                       |Y*?|18 18 56.6684974608 -13 59 48.790163436|12.11    |12.38    |11.95    |     ~   |     ~   |B2V              |   6|   0
514 |    756.52|    80|2007AJ....133.1092W|S              |NGC 6611 587                       |Y*?|18 18 56.6684974608 -13 59 48.790163436|12.11    |12.38    |11.95    |     ~   |     ~   |B2V              |   6|   0
515 |    637.71|    94|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 29822             |Y*O|18 18 57.2759644944 -13 57 43.852517532|     ~   |16.192   |15.365   |     ~   |     ~   |~                |   7|   0
516 |    637.71|   100|2018A&A...618A..93C|B              |Cl* NGC 6611 BKP 29822             |Y*O|18 18 57.2759644944 -13 57 43.852517532|     ~   |16.192   |15.365   |     ~   |     ~   |~                |   7|   0
517 |    637.71|   100|2020A&A...633A..99C|B              |Cl* NGC 6611 BKP 29822             |Y*O|18 18 57.2759644944 -13 57 43.852517532|     ~   |16.192   |15.365   |     ~   |     ~   |~                |   7|   0
518 |    637.71|   100|2020A&A...640A...1C|B              |Cl* NGC 6611 BKP 29822             |Y*O|18 18 57.2759644944 -13 57 43.852517532|     ~   |16.192   |15.365   |     ~   |     ~   |~                |   7|   0
519 |   1110.96|     0|2013ApJS..209...32B|B              |Cl* NGC 6611 BKP 29433             |*  |18 18 57.8861411208 -13 29 15.936134208|     ~   |13.705   |12.939   |     ~   |     ~   |~                |   3|   0
520 |   1243.48|    92|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 29408             |Y*O|18 18 59.4739361759 -13 27 05.456988753|     ~   |13.341   |12.957   |     ~   |     ~   |~                |   3|   0
521 |   1121.83|   100|2013ApJS..209...32B|B              |2MASS J18185959-1329093            |Y*O|18 18 59.5941425760 -13 29 09.390081228|     ~   |16.417   |15.535   |     ~   |     ~   |~                |   2|   0
522 |    777.18|    75|2009A&A...496..453G|S              |2MASS J18185988-1335043            |Y*?|18 18 59.8942936128 -13 35 04.446296160|19.036   |17.659   |16.452   |     ~   |15.119   |~                |   4|   0
523 |    777.18|    75|2010A&A...521A..18G|S              |2MASS J18185988-1335043            |Y*?|18 18 59.8942936128 -13 35 04.446296160|19.036   |17.659   |16.452   |     ~   |15.119   |~                |   4|   0
524 |    777.18|   100|2013MNRAS.434..806B|B              |2MASS J18185988-1335043            |Y*?|18 18 59.8942936128 -13 35 04.446296160|19.036   |17.659   |16.452   |     ~   |15.119   |~                |   4|   0
525 |   1349.01|    91|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 29388             |Y*O|18 19 00.1855662456 -13 25 20.187736140|     ~   |16.371   |14.093   |     ~   |     ~   |~                |   4|   0
526 |   1349.01|   100|2013ApJS..209...32B|B              |Cl* NGC 6611 BKP 29388             |Y*O|18 19 00.1855662456 -13 25 20.187736140|     ~   |16.371   |14.093   |     ~   |     ~   |~                |   4|   0
527 |    662.18|   100|2013ApJS..209...32B|B              |2MASS J18190363-1337264            |Y*O|18 19 03.6411203280 -13 37 26.519622276|     ~   |17.085   |16.134   |     ~   |     ~   |~                |   2|   0
528 |    903.01|    59|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 27236             |Y*?|18 19 07.9809879456 -13 33 31.913681401|     ~   |17.45    |16.611   |     ~   |     ~   |~                |   2|   0
529 |    852.00|    68|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 27245             |Y*?|18 19 09.9068394696 -13 34 39.576075348|     ~   |14.219   |13.707   |     ~   |     ~   |~                |   3|   0
530 |    711.69|    78|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 27469             |Y*?|18 19 10.4954555136 -13 57 39.437993448|     ~   |16.525   |15.784   |     ~   |     ~   |~                |   3|   0
531 |   1163.59|    56|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 27195             |Y*?|18 19 11.0939016408 -13 29 10.934721168|     ~   |17.132   |16.350   |     ~   |     ~   |~                |   2|   0
532 |    409.44|    90|2020A&A...633A..99C|B              |NGC 6611 507                       |Y*O|18 19 11.3587892880 -13 49 58.033871580|     ~   |15.768   |15.110   |     ~   |     ~   |~                |   6|   0
533 |    409.44|    90|2020A&A...640A...1C|B              |NGC 6611 507                       |Y*O|18 19 11.3587892880 -13 49 58.033871580|     ~   |15.768   |15.110   |     ~   |     ~   |~                |   6|   0
534 |    409.44|    91|2022A&A...664A..66M|B              |NGC 6611 507                       |Y*O|18 19 11.3587892880 -13 49 58.033871580|     ~   |15.768   |15.110   |     ~   |     ~   |~                |   6|   0
535 |    792.75|    75|2009A&A...496..453G|S              |V* EV Ser                          |Or*|18 19 13.8185994264 -13 58 44.857561620|18.902   |15.240   |14.656   |     ~   |13.677   |~                |  11|   0
536 |    792.75|    95|2022A&A...664A..66M|B              |V* EV Ser                          |Or*|18 19 13.8185994264 -13 58 44.857561620|18.902   |15.240   |14.656   |     ~   |13.677   |~                |  11|   0
537 |    792.75|    96|2023MNRAS.520.5487M|B              |V* EV Ser                          |Or*|18 19 13.8185994264 -13 58 44.857561620|18.902   |15.240   |14.656   |     ~   |13.677   |~                |  11|   0
538 |    792.75|   100|2013MNRAS.434..806B|B              |V* EV Ser                          |Or*|18 19 13.8185994264 -13 58 44.857561620|18.902   |15.240   |14.656   |     ~   |13.677   |~                |  11|   0
539 |    640.15|    75|2009A&A...496..453G|S              |Cl* NGC 6611 MFH 17                |Y*O|18 19 17.0824487808 -13 54 50.649706296|15.863   |14.941   |14.322   |     ~   |13.407   |A1Ve             |  12|   0
540 |    640.15|    98|2022A&A...664A..66M|B              |Cl* NGC 6611 MFH 17                |Y*O|18 19 17.0824487808 -13 54 50.649706296|15.863   |14.941   |14.322   |     ~   |13.407   |A1Ve             |  12|   0
541 |    640.15|   100|2013MNRAS.434..806B|B              |Cl* NGC 6611 MFH 17                |Y*O|18 19 17.0824487808 -13 54 50.649706296|15.863   |14.941   |14.322   |     ~   |13.407   |A1Ve             |  12|   0
542 |    640.15|   100|2018A&A...618A..93C|B              |Cl* NGC 6611 MFH 17                |Y*O|18 19 17.0824487808 -13 54 50.649706296|15.863   |14.941   |14.322   |     ~   |13.407   |A1Ve             |  12|   0
543 |    640.15|   100|2020A&A...633A..99C|B              |Cl* NGC 6611 MFH 17                |Y*O|18 19 17.0824487808 -13 54 50.649706296|15.863   |14.941   |14.322   |     ~   |13.407   |A1Ve             |  12|   0
544 |    640.15|   100|2020A&A...640A...1C|B              |Cl* NGC 6611 MFH 17                |Y*O|18 19 17.0824487808 -13 54 50.649706296|15.863   |14.941   |14.322   |     ~   |13.407   |A1Ve             |  12|   0
545 |    865.26|     0|2013ApJS..209...32B|B              |Cl* NGC 6611 BKP 27259             |*  |18 19 19.7019091368 -13 35 47.871156408|     ~   |16.943   |16.071   |     ~   |     ~   |~                |   2|   0
546 |   1027.62|    75|2009A&A...496..453G|S              |2MASS J18192020-1332399            |Y*?|18 19 20.1975707640 -13 32 39.791708304|18.538   |17.599   |16.482   |     ~   |15.306   |~                |   3|   0
547 |   1027.62|   100|2013MNRAS.434..806B|B              |2MASS J18192020-1332399            |Y*?|18 19 20.1975707640 -13 32 39.791708304|18.538   |17.599   |16.482   |     ~   |15.306   |~                |   3|   0
548 |    924.30|    75|2009A&A...496..453G|S              |2MASS J18192279-1359552            |Y*?|18 19 22.7838815616 -13 59 55.212184464|17.015   |15.951   |15.035   |     ~   |13.932   |~                |   4|   0
549 |    924.30|   100|2013MNRAS.434..806B|B              |2MASS J18192279-1359552            |Y*?|18 19 22.7838815616 -13 59 55.212184464|17.015   |15.951   |15.035   |     ~   |13.932   |~                |   4|   0
550 |    624.08|    75|2009A&A...496..453G|S              |2MASS J18192292-1342370            |Y*?|18 19 22.8972139296 -13 42 37.055203920|18.896   |17.233   |16.380   |     ~   |     ~   |~                |   3|   0
551 |    624.08|   100|2013MNRAS.434..806B|B              |2MASS J18192292-1342370            |Y*?|18 19 22.8972139296 -13 42 37.055203920|18.896   |17.233   |16.380   |     ~   |     ~   |~                |   3|   0
552 |    563.43|    50|2020A&A...633A..99C|B              |Cl* NGC 6611 BKP 27365             |Y*?|18 19 23.5710943800 -13 48 32.228516124|     ~   |17.502   |16.531   |     ~   |     ~   |~                |   3|   0
553 |    563.43|    65|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 27365             |Y*?|18 19 23.5710943800 -13 48 32.228516124|     ~   |17.502   |16.531   |     ~   |     ~   |~                |   3|   0
554 |    868.78|    75|2009A&A...496..453G|S              |2MASS J18192472-1336420            |Y*?|18 19 24.7402232208 -13 36 42.043979052|16.042   |14.907   |13.951   |     ~   |12.639   |~                |   4|   0
555 |    868.78|   100|2013MNRAS.434..806B|B              |2MASS J18192472-1336420            |Y*?|18 19 24.7402232208 -13 36 42.043979052|16.042   |14.907   |13.951   |     ~   |12.639   |~                |   4|   0
556 |    635.12|   100|2013ApJS..209...32B|B              |2MASS J18192692-1350315            |Y*O|18 19 26.9281198848 -13 50 31.562717820|     ~   |16.228   |15.455   |     ~   |     ~   |~                |   3|   0
557 |    683.88|    75|2009A&A...496..453G|S              |2MASS J18192789-1352131            |Y*?|18 19 27.8954078280 -13 52 13.215729792|16.301   |15.541   |14.587   |     ~   |13.446   |~                |   4|   0
558 |    683.88|   100|2013MNRAS.434..806B|B              |2MASS J18192789-1352131            |Y*?|18 19 27.8954078280 -13 52 13.215729792|16.301   |15.541   |14.587   |     ~   |13.446   |~                |   4|   0
559 |    639.20|   100|2013ApJS..209...32B|B              |2MASS J18192801-1349455            |Y*O|18 19 28.0207577208 -13 49 45.609698820|     ~   |15.861   |14.652   |     ~   |     ~   |~                |   3|   0
560 |   1132.58|   100|2013ApJS..209...32B|B              |2MASS J18192954-1332020            |Y*O|18 19 29.5515023808 -13 32 02.042828160|     ~   |14.594   |13.638   |     ~   |     ~   |~                |   3|   0
561 |    670.25|    75|2009A&A...496..453G|S              |2MASS J18193096-1346347            |Y*?|18 19 30.9657519480 -13 46 34.931041104|16.007   |15.195   |14.249   |     ~   |13.175   |~                |   4|   0
562 |    670.25|   100|2013MNRAS.434..806B|B              |2MASS J18193096-1346347            |Y*?|18 19 30.9657519480 -13 46 34.931041104|16.007   |15.195   |14.249   |     ~   |13.175   |~                |   4|   0
563 |   1204.08|    75|2009A&A...496..453G|S              |2MASS J18193130-1330531            |Y*?|18 19 31.3101947472 -13 30 52.951494924|     ~   |17.258   |15.976   |     ~   |14.848   |~                |   4|   0
564 |   1204.08|    75|2010A&A...521A..18G|S              |2MASS J18193130-1330531            |Y*?|18 19 31.3101947472 -13 30 52.951494924|     ~   |17.258   |15.976   |     ~   |14.848   |~                |   4|   0
565 |   1204.08|   100|2013MNRAS.434..806B|B              |2MASS J18193130-1330531            |Y*?|18 19 31.3101947472 -13 30 52.951494924|     ~   |17.258   |15.976   |     ~   |14.848   |~                |   4|   0
566 |   1342.25|    84|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 24819             |Y*?|18 19 32.1823647120 -13 28 17.523155064|     ~   |14.601   |13.712   |     ~   |     ~   |~                |   3|   0
567 |   1107.16|    75|2009A&A...496..453G|S              |2MASS J18193255-1333065            |Y*?|18 19 32.5612639032 -13 33 06.502898880|     ~   |16.126   |14.550   |     ~   |12.985   |~                |   3|   0
568 |   1107.16|   100|2013MNRAS.434..806B|B              |2MASS J18193255-1333065            |Y*?|18 19 32.5612639032 -13 33 06.502898880|     ~   |16.126   |14.550   |     ~   |12.985   |~                |   3|   0
569 |    774.03|    94|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 24967             |Y*O|18 19 33.7388242632 -13 42 19.249529904|     ~   |17.103   |16.094   |     ~   |     ~   |~                |   2|   0
570 |    964.47|    79|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 24911             |Y*?|18 19 34.6379499168 -13 36 51.318585576|     ~   |15.72    |14.944   |     ~   |     ~   |~                |   3|   0
571 |    976.70|    81|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 25121             |Y*?|18 19 34.9762615848 -13 58 24.553002504|     ~   |17.546   |16.594   |     ~   |     ~   |~                |   2|   0
572 |   1088.81|    80|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 24882             |Y*?|18 19 35.7621775756 -13 34 10.729359717|     ~   |17.323   |16.371   |     ~   |     ~   |~                |   2|   0
